species_id,Domain,Phylum,Class,Order,Family,Genus,Species
OTU-08111,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Tolypothrix_B,s__
OTU-21493,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Hahellaceae,g__Marinobacter,s__Marinobacter antarcticus
OTU-23297,d__Bacteria,p__Synergistetes,c__Synergistia,o__Synergistales,f__Thermovirgaceae,g__58-81,s__58-81 sp1
OTU-23769,d__Bacteria,p__WOR-3,c__WOR-3,o__SM23-42,f__SM23-42,g__DG-78,s__
OTU-03895,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces sp14
OTU-23250,d__Bacteria,p__Spirochaetes,c__UBA4802,o__UBA4802,,,
OTU-02464,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
OTU-10638,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mesoplasma,s__Mesoplasma chauliocola
OTU-08502,d__Bacteria,p__Desulfobacteraeota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfobulbaceae,g__Desulfobulbus_A,
OTU-06327,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,
OTU-09401,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_AZ,s__Bacillus_AZ mediterraneensis
OTU-02615,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Gordonia,s__Gordonia rubripertincta
OTU-04142,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-17041,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__
OTU-22150,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,
OTU-08199,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_A,f__Cyanobiaceae,g__Prochlorococcus_A,
OTU-23090,d__Bacteria,p__Spirochaetes,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__Leptospira,s__Leptospira weilii_A
OTU-02076,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Clavibacter,s__Clavibacter michiganensis
OTU-20038,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Ectothiorhodospiraceae,g__Ectothiorhodospira,s__Ectothiorhodospira marina
OTU-14533,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__Marinisomataceae,,
OTU-17448,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Pseudovibrio,s__Pseudovibrio stylochi
OTU-22334,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E fluorescens_Q
OTU-00408,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus cleftensis
OTU-17429,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Labrenzia,s__Labrenzia alba_A
OTU-07634,d__Bacteria,p__Chloroflexi,c__Anaerolineae,o__Anaerolineales,f__Anaerolineaceae,g__T78,
OTU-05915,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__Saprospira,s__Saprospira grandis
OTU-10938,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,,
OTU-13782,d__Bacteria,p__Firmicutes,c__Clostridia,o__Tissierellales,f__Peptoniphilaceae,g__Peptoniphilus_D,
OTU-04416,d__Bacteria,p__Actinobacteria,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae,g__Conexibacter_A,s__
OTU-00715,d__Archaea,p__Halobacteraeota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanolobus_A,s__
OTU-13200,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,,
OTU-00492,d__Archaea,p__Halobacteraeota,c__Halobacteria,o__Halobacteriales,f__Halococcaceae,g__Halococcus,s__Halococcus salifodinae
OTU-11341,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,,,
OTU-22370,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E monteilii_A
OTU-02784,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium arupense
OTU-00005,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__Altiarchaeales,f__Altiarchaeaceae,g__Altiarchaeum,
OTU-09810,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelatoclostridiaceae,g__Erysipelatoclostridium,s__Erysipelatoclostridium cocleatum
OTU-07570,d__Bacteria,p__Chloroflexi,,,,,
OTU-08555,d__Bacteria,p__Desulfobacteraeota,c__Syntrophia,,,,
OTU-16490,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Kiloniellales,,,
OTU-07730,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,,,,
OTU-10096,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus crispatus
OTU-03007,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Rhodococcus,s__Rhodococcus wratislaviensis
OTU-10250,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_K,s__Lactobacillus_K crustorum
OTU-03212,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Actinophytocola,
OTU-07429,d__Bacteria,p__Bacteroidetes,c__Rhodothermia,o__Balneolales,f__HLUCCA01,g__HLUCCA01,s__
OTU-03393,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__GD13,s__
OTU-07241,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Pedobacter,
OTU-09444,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_X,s__Bacillus_X muralis_A
OTU-03358,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Frankiaceae,g__Frankia,s__
OTU-14087,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Mitsuokella,s__Mitsuokella jalaludinii
OTU-15935,d__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Isosphaerales,f__Isosphaeraceae,g__71-10,s__
OTU-13316,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Firm-03,s__
OTU-22589,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalomonadales,f__Thiohalomonadaceae,g__Thiohalomonas,s__Thiohalomonas denitrificans
OTU-01261,d__Bacteria,,,,,,
OTU-15154,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__GWA2-44-7,f__Woesebacteraceae,g__2-01-FULL-39-21,s__2-01-FULL-39-21 sp2
OTU-13475,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Anaerovoracaceae,g__CAG-145,
OTU-00397,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,
OTU-12331,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Eubacterium_Q,s__
OTU-20814,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Pasteurella,
OTU-07868,d__Bacteria,p__Chloroflexi,c__Ktedonobacteria,o__Ktedonobacterales,f__Ktedonobacteraceae,g__Thermogemmatispora,s__Thermogemmatispora carboxidivorans
OTU-19878,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Rhodocyclaceae,g__Methyloversatilis,
OTU-01007,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIA,,
OTU-17084,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium,s__Allorhizobium vitis
OTU-19226,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Oligella,s__Oligella ureolytica
OTU-17931,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudooceanicola,
OTU-09159,d__Bacteria,p__Firmicutes,,,,,
OTU-02339,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter_G,s__
OTU-13157,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,
OTU-04002,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nocardiopsis,
OTU-04519,d__Bacteria,p__Armatimonadetes,c__UBA5829,o__UBA5829,f__UBA5829,g__RBG-16-58-9,s__
OTU-20962,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium leiognathi
OTU-15325,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Moranbacterales,f__UBA2206,g__XYA2-FULL-43-15,s__XYA2-FULL-43-15 sp1
OTU-05748,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,,,
OTU-00684,d__Archaea,p__Halobacteraeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,s__Methanospirillum hungatei
OTU-20731,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Yersinia,s__Yersinia intermedia_A
OTU-06140,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Spirosomaceae,g__Spirosoma,
OTU-19466,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__RS62,s__
OTU-20372,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter_A,s__Citrobacter_A rodentium
OTU-18254,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__Rickettsia typhi
OTU-10983,d__Bacteria,p__Firmicutes,c__Bacilli,o__Staphylococcales,f__Staphylococcaceae,g__Staphylococcus,
OTU-08065,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Fischerella,s__Fischerella thermalis
OTU-02238,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium paraoxydans_A
OTU-06693,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,
OTU-14938,d__Bacteria,p__Patescibacteria,c__ABY1,o__Magasanikibacterales,f__UBA922,g__UBA10181,
OTU-04549,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,,,
OTU-21996,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__OM182,
OTU-21476,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Hahellaceae,g__Marinobacter,
OTU-21754,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Acinetobacter,s__
OTU-12652,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__CAG-272,,
OTU-08742,d__Bacteria,p__Desulfuromonadaeota,c__Desulfuromonadia,o__Desulfuromonadales,f__Desulforomonadaceae_A,g__UBA6124,
OTU-21704,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Marinomonadaceae,g__Marinomonas,s__Marinomonas gallaica
OTU-05952,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Algoriphagus,
OTU-10534,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus criceti
OTU-03476,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Pseudopropionibacterium,
OTU-15211,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Roizmanbacterales,f__GWC2-37-13,g__UBA1450,
OTU-03277,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Lechevalieria_A,
OTU-04695,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides fragilis
OTU-14539,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__Marinisomataceae,g__TCS55,
OTU-22865,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Lysobacter,s__Lysobacter enzymogenes_A
OTU-23322,d__Bacteria,p__Thermotogae,c__Thermotogae,o__Petrotogales,f__Petrotogaceae,g__Marinitoga,s__Marinitoga piezophila
OTU-04143,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-22836,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Luteimonas,
OTU-09575,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_I,g__Bacillus_G,s__
OTU-00383,d__Archaea,p__Euryarchaeota,c__Thermococci,o__Methanofastidiosales,f__Methanofastidiosaceae,g__Methanofastidiosum,s__
OTU-09952,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Aerococcaceae,g__Facklamia,s__Facklamia miroungae
OTU-20810,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Muribacter,s__Muribacter muris
OTU-03581,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,
OTU-22433,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,s__Pseudomonas_E taetrolens
OTU-13106,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__D16,
OTU-06446,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flagellimonas,s__
OTU-23637,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,,,
OTU-19140,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Janthinobacterium,s__
OTU-03773,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces chartreusis_A
OTU-06328,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,
OTU-17014,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Pseudoxanthobacteraceae,g__Pseudoxanthobacter,s__Pseudoxanthobacter soli
OTU-07720,d__Bacteria,p__Chloroflexi,c__Chloroflexia,o__Thermomicrobiales,f__Thermomicrobiaceae,g__Thermomicrobium,s__Thermomicrobium roseum
OTU-07112,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium,s__Chryseobacterium taihuense
OTU-17777,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Litoreibacter,
OTU-11209,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus_C,s__
OTU-06780,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MS024-2A,
OTU-17168,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Fulvimarina,s__Fulvimarina pelagi
OTU-09552,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_G,g__Bacillus_A,s__Bacillus_A weihenstephanensis_A
OTU-08033,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Microcystaceae,g__Synechocystis,
OTU-12925,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__Ruminococcus_E,
OTU-06002,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__Echinicola,s__Echinicola pacifica
OTU-22151,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas_E,
OTU-15834,d__Bacteria,p__Planctomycetes,c__Brocadiae,o__Brocadiales,f__Brocadiaceae,g__PLOWO2-12-38-17,s__
OTU-08429,d__Bacteria,p__Desulfobacteraeota,c__Desulfobacteria,o__Desulfatiglanales,f__NaphS2,,
OTU-16802,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,,,
OTU-08067,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Nostocaceae,g__Mastigocladopsis,s__Mastigocladopsis repens
OTU-03339,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Pseudonocardiaceae,g__Saccharothrix,s__
OTU-10167,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus_G,
OTU-10598,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus suis
OTU-11126,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,
OTU-19557,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Variovorax,s__
OTU-00075,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__TCS64,f__TCS64,g__RBG-16-57-9,s__RBG-16-57-9 sp1
OTU-18407,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Pacificimonas,
OTU-13555,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Peptostreptococcaceae,g__Intestinibacter,s__Intestinibacter bartlettii
OTU-17957,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudoruegeria,
OTU-02400,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Paenarthrobacter,s__
OTU-00805,d__Archaea,p__Nanoarchaeota,c__Aenigmarchaeia,o__Aenigmarchaeales,f__Aenigmarchaeaceae,,
OTU-01076,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIA,g__REDSEA-S41-B6,
OTU-01797,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Bifidobacteriaceae,g__Bifidobacterium,s__Bifidobacterium pullorum
OTU-14404,d__Bacteria,p__Gemmatimonadetes,c__Glassbacteria,o__GWA2-58-10,f__GWA2-58-10,g__GWA2-58-10,s__GWA2-58-10 sp1
OTU-07571,d__Bacteria,p__Chloroflexi,,,,,
OTU-16306,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Brevundimonas,
OTU-04821,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-16968,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Ga0077555,s__
OTU-04144,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-06938,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Tenacibaculum,s__
OTU-04812,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Paraprevotella,
OTU-10308,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Weissella,s__Weissella cibaria
OTU-08175,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_A,f__Cyanobiaceae,g__Cyanobium,
OTU-14076,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Megamonas,s__Megamonas funiformis
OTU-11442,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,f__CAG-727,g__UBA10281,
OTU-04145,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-14600,d__Bacteria,p__Methylomirabilaeota,c__Methylomirabilia,o__Methylomirabilales,f__2-02-FULL-66-22,g__2-02-FULL-66-22,s__
OTU-14449,d__Bacteria,p__Leptospirillaeota,,,,,
OTU-16944,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__Devosia enhydra
OTU-23089,d__Bacteria,p__Spirochaetes,c__Leptospirae,o__Leptospirales,f__Leptospiraceae,g__Leptospira,s__Leptospira weilii
OTU-15294,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Azambacterales,f__GWC2-36-17,g__WO2-46-25,s__WO2-46-25 sp1
OTU-13980,d__Bacteria,p__Firmicutes,c__Moorellia,,,,
OTU-01826,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Brevibacteriaceae,g__Brevibacterium,s__Brevibacterium album
OTU-12892,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__CHKCI005,s__
OTU-03799,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces gancidicus
OTU-12541,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Sellimonas,
OTU-17699,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Confluentimicrobium,
OTU-06701,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Lutibacter,s__
OTU-12581,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__UBA3766,
OTU-02901,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Nocardia,s__Nocardia brasiliensis
OTU-19409,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Ralstonia,
OTU-20783,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae,g__Haemophilus_A,s__Haemophilus_A parahaemolyticus
OTU-00774,d__Archaea,p__Microarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,,
OTU-20730,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Yersinia,s__Yersinia intermedia
OTU-01507,d__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Microtrichales,f__MedAcidi-G1,g__MedAcidi-G1,
OTU-15279,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__UBA1400,f__UBA12108,g__UBA12108,s__UBA12108 sp1
OTU-03856,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__Streptomyces olivaceus
OTU-03407,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Nocardioides,s__
OTU-22616,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiomicrospirales,f__Thioglobaceae,g__Thioglobus,
OTU-04146,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-17865,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Octadecabacter,s__Octadecabacter temperatus
OTU-19258,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Paraburkholderia,s__
OTU-09405,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_A,g__Bacillus_D,s__
OTU-09512,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_F,,
OTU-07215,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae,g__Mucilaginibacter,s__
OTU-14932,d__Bacteria,p__Patescibacteria,c__ABY1,o__Magasanikibacterales,f__UBA922,,
OTU-16162,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__69-11,
OTU-04822,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-09306,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Anoxybacillaceae,g__Anoxybacillus,
OTU-10491,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
