species_id,Domain,Phylum,Class,Order,Family,Genus,Species
OTU-14298,d__Bacteria,p__Fusobacteria,c__Fusobacteriia,,,,
OTU-17279,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Paramesorhizobium,s__Paramesorhizobium deserti
OTU-20711,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Xenorhabdus,s__Xenorhabdus hominickii
OTU-07959,d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag1,s__
OTU-01693,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_B,s__Actinomyces_B vaccimaxillae
OTU-09982,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Alkalibacterium,s__Alkalibacterium pelagium
OTU-10809,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-302,g__CAG-302,
OTU-15375,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Paceibacterales,f__Wildermuthbacteraceae,g__O2-12-FULL-45-9,s__O2-12-FULL-45-9 sp1
OTU-00191,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Desulfurococcales,,,
OTU-17994,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseivivax,s__Roseivivax atlanticus
OTU-06894,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Psychroserpens,s__
OTU-20868,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae,g__Shewanella,
OTU-20740,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Gallaecimonadaceae,g__Gallaecimonas,s__Gallaecimonas pentaromativorans
OTU-05116,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Dysgonomonadaceae,g__Dysgonomonas,
OTU-10922,d__Bacteria,p__Firmicutes,c__Bacilli,o__RFN20,f__CAG-826,,
OTU-14109,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Sporomusales,,,
OTU-23463,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,o__UBA1784,,,
OTU-03548,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,
OTU-19678,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Methylophilaceae,g__Methylobacillus,s__Methylobacillus flagellatus
OTU-22674,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA10353,f__LS-SOB,,
OTU-23495,d__Bacteria,p__Verrucomicrobia,c__Lentisphaeria,o__Victivallales,f__YB12-FULL-65-16,g__YB12-FULL-65-16,s__YB12-FULL-65-16 sp1
OTU-11571,d__Bacteria,p__Firmicutes,c__Clostridia,o__Christensenellales,f__CAG-74,,
OTU-05900,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,,
OTU-12840,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__CAG-180,
OTU-07176,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__NS11-12g,,,
OTU-23019,d__Bacteria,p__SAR324,,,,,
OTU-01848,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Cellulomonas,s__
OTU-23189,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__Treponemataceae,g__Treponema_D,
OTU-06929,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Tamlana_A,s__Tamlana_A agarivorans
OTU-03385,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Nocardioidaceae,g__Aeromicrobium,s__
OTU-15728,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,f__Saccharimonadaceae,g__Saccharimonas,
OTU-08191,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales_A,f__Cyanobiaceae,g__Cyanobium,s__
OTU-08136,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Prochloraceae,g__Prochloron,s__Prochloron didemni
OTU-18313,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Croceicoccus,s__Croceicoccus pelagius
OTU-20501,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Kluyvera,s__Kluyvera cryocrescens
OTU-03034,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Geodermatophilaceae,,
OTU-19204,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Massilia_A,s__
OTU-03446,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Propionibacteriales,f__Propionibacteriaceae,g__Aestuariimicrobium,s__Aestuariimicrobium kwangyangense
OTU-19578,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Chitinibacteraceae,g__B9-8,s__
OTU-17071,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Allorhizobium,
OTU-09281,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Terribacillus,
OTU-08152,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Phormidesmiales,f__Phormidesmiaceae,,
OTU-14809,d__Bacteria,p__Oligoflexaeota,c__Oligoflexia,o__Oligoflexales,f__Oligoflexaceae,g__Oligoflexus,s__Oligoflexus tunisiensis
OTU-03962,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces_E,s__Streptomyces_E scabrisporus
OTU-14395,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,o__Gemmatimonadales,f__GWC2-71-9,g__20CM-2-65-7,s__
OTU-14944,d__Bacteria,p__Patescibacteria,c__ABY1,o__Magasanikibacterales,f__UBA922,g__UBA1557,
OTU-00996,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIA,,
OTU-22923,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Stenotrophomonas,
OTU-08737,d__Bacteria,p__Desulfobacteraeota_A,c__Desulfovibrionia,o__Desulfovibrionales,f__Desulfovibrionaceae,g__UBA6121,s__
OTU-21311,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Salinisphaeraceae,,
OTU-09724,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Planococcus_A,
OTU-00377,d__Archaea,p__Euryarchaeota,c__Methanococci,o__Methanococcales,f__Methanococcaceae,g__Methanotorris,s__Methanotorris formicicus
OTU-16946,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__Devosia geojensis
OTU-21210,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Tatlockia,s__Tatlockia hackeliae
OTU-18977,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Caenimonas,s__
OTU-16086,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,,,,
OTU-14480,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,,,
OTU-21205,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,g__Tatlockia,
OTU-12757,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,,
OTU-11171,d__Bacteria,p__Firmicutes,c__Bacilli_A,o__Paenibacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus sophorae
OTU-16952,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,s__Devosia sp2
OTU-23248,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Treponematales,f__UBA8932,g__UBA2256,s__
OTU-15716,d__Bacteria,p__Patescibacteria,c__Saccharimonadia,o__Saccharimonadales,,,
OTU-09099,d__Bacteria,p__Epsilonbacteraeota,c__Campylobacteria,o__Campylobacterales,f__Thiovulaceae,g__Thiovulum,s__
OTU-01905,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Demequinaceae,g__Demequina,s__Demequina aestuarii
OTU-19194,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Massilia,s__
OTU-02862,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__Mycobacterium sp1
OTU-19085,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Herbaspirillum,s__Herbaspirillum frisingense
OTU-21264,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylobacter_A,
OTU-07449,d__Bacteria,p__Bacteroidetes,c__UBA10030,o__UBA10030,f__UBA10030,,
OTU-14149,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Megasphaeraceae,g__DIF-B143,
OTU-09122,d__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,
OTU-12923,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__DTU089,g__Ruminococcus_E,
OTU-21162,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Legionellales,f__Legionellaceae,,
OTU-10477,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-08825,d__Bacteria,p__Elusimicrobia,c__Elusimicrobia,o__2-02-FULL-39-32,f__2-01-FULL-60-11,g__2-01-FULL-60-11,s__
OTU-12429,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Oribacterium,
OTU-04671,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,
OTU-02737,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,s__
OTU-14092,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Selenomonadales,f__Selenomonadaceae,g__Selenomonas,s__Selenomonas sputigena
OTU-02565,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium sp2
OTU-16178,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Acetobacterales,f__Acetobacteraceae,g__Acetobacter,s__Acetobacter cibinongensis
OTU-22013,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,,
OTU-23018,d__Bacteria,p__Riflebacteria,c__UBA8953,o__UBA8953,f__UBA8953,g__UBA8953,s__
OTU-02338,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Arthrobacter_F,s__Arthrobacter_F crystallopoietes_A
OTU-20899,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Succinivibrionaceae,g__Ruminobacter,
OTU-05055,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,s__Prevotella saccharolytica
OTU-07953,d__Bacteria,p__Cyanobacteria,c__Melainabacteria,o__Gastranaerophilales,f__Gastranaerophilaceae,g__Zag111,
OTU-15439,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA6257,f__Jorgensenbacteraceae,g__GWA1-54-12,s__
OTU-21967,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,,
OTU-02943,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Nocardia,s__Nocardia testacea
OTU-21279,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonaceae,g__Methylomonas,s__Methylomonas lenta
OTU-06766,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Mesonia,s__Mesonia phycicola
OTU-04523,d__Bacteria,p__Atribacteria,c__JS1,o__SB-45,,,
OTU-14272,d__Bacteria,p__Firmicutes,c__Thermoanaerobacteria,o__Caldicellulosiruptorales,f__Caldicellulosiruptoraceae,g__Caldicellulosiruptor,s__Caldicellulosiruptor kristjanssonii
OTU-20704,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Xenorhabdus,
OTU-11631,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Caloramatoraceae,g__Thermobrachium,s__Thermobrachium celere
OTU-01727,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Beutenbergiaceae,g__Beutenbergia,s__Beutenbergia cavernae
OTU-09785,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Sporolactobacillaceae,g__Sporolactobacillus,s__Sporolactobacillus nakayamae
OTU-05507,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,,
OTU-10546,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus equinus_D
OTU-01593,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__ACK-M1,f__BACL15,g__AAA044-D11,
OTU-01218,d__Archaea,p__Thermoplasmataeota,c__Thermoplasmata,o__Thermoplasmatales,f__I-plasma,,
OTU-13246,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__CAG-115,
OTU-05243,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__CAG-485,
OTU-14139,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Dialisteraceae,g__Dialister,s__Dialister sp1
OTU-02417,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Micrococcaceae,g__Pseudarthrobacter,s__
OTU-08471,d__Bacteria,p__Desulfobacteraeota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfococcaceae_A,,
OTU-13182,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Ruminiclostridium_C,
OTU-01127,d__Archaea,p__Thermoplasmataeota,c__Epipelagoarchaeia,o__MGII,f__MGIIB,g__UBA91,
OTU-11382,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,f__CAG-314,g__CAG-1435,
OTU-06600,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium psychrophilum_A
OTU-00927,d__Archaea,p__Nanoarchaeota,c__Woesearchaeia,o__SM23-78,f__SM23-78,g__SM23-78,
OTU-09251,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Amphibacillaceae,g__Oceanobacillus,
OTU-00629,d__Archaea,p__Halobacteraeota,c__Methanomicrobia,o__Methanomicrobiales,,,
OTU-06288,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,,
OTU-11744,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__HMP27,
OTU-10602,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus uberis
OTU-15312,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Moranbacterales,f__UBA1568,g__UBA1568,
OTU-22496,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Thalassolituus,s__Thalassolituus oleivorans
OTU-16917,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Microvirga,s__Microvirga vignae
OTU-16984,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Kaistiaceae,g__Kaistia,s__Kaistia granuli
OTU-20118,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,g__Alishewanella,s__Alishewanella agri
OTU-21854,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,
OTU-12666,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__CAG-272,,
OTU-15889,d__Bacteria,p__Planctomycetes,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,,
OTU-00281,d__Archaea,p__Crenarchaeota,c__Thermoprotei,o__Thermoproteales,f__Thermocladiaceae,g__Vulcanisaeta,s__Vulcanisaeta moutnovskia
OTU-06350,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,
OTU-15525,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__Kaiserbacteraceae,g__UBA10103,s__UBA10103 sp3
OTU-09677,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Bhargavaea,s__Bhargavaea ginsengi
OTU-18813,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax,s__
OTU-05417,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,,
OTU-08118,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Phormidiaceae,g__Arthrospira,s__Arthrospira maxima
OTU-15804,d__Bacteria,p__Patescibacteria,c__WWE3,o__UBA101185,f__UBA10185,g__GWB1-41-6,s__GWB1-41-6 sp1
OTU-23641,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Pedosphaerales,,,
OTU-16838,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__Bosea,s__
OTU-04381,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Slackia,s__Slackia piriformis
OTU-21484,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Hahellaceae,g__Marinobacter,
OTU-06775,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MS024-2A,
OTU-01688,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces_B,s__Actinomyces_B sp1
OTU-04931,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Prevotella,
OTU-16978,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__Hyphomicrobium sp1
OTU-07417,d__Bacteria,p__Bacteroidetes,c__Rhodothermia,o__Balneolales,f__Balneolaceae,g__Aliifodinibius,
OTU-15491,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__UBA9983,f__Kaiserbacteraceae,g__C7867-001,
OTU-00154,d__Archaea,p__Crenarchaeota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,
OTU-19936,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__SG8-41,g__PLOWO2-02-64-14,s__
OTU-18840,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Acidovorax_C,s__Acidovorax_C caeni
OTU-00011,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__SCGC-AAA252-I15,f__SCGC-AAA252-I15,g__SCGC-AAA252-I15,s__
OTU-13518,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales,f__Caminicellaceae,g__Paramaledivibacter,s__Paramaledivibacter caminithermalis
OTU-17734,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__HIMB11,
OTU-10478,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-00039,d__Archaea,p__Crenarchaeota,c__Bathyarchaeia,o__B24,f__B24,g__B24,s__
OTU-14516,d__Bacteria,p__Marinimicrobia,c__Marinisomatia,o__Marinisomatales,f__Marinisomataceae,,
OTU-18701,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,,,,
OTU-05834,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Chitinophagales,f__Chitinophagaceae,g__Flavisolibacter_A,s__Flavisolibacter_A ginsengisoli
OTU-03549,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,
OTU-06707,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__MAG-120531,
OTU-15181,d__Bacteria,p__Patescibacteria,c__Microgenomatia,o__Levybacterales,f__GWA1-39-11,g__2-01-FULL-37-20,
OTU-12240,d__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Coprococcus_B,
OTU-01414,d__Bacteria,p__Acidobacteria,c__Holophagae,o__Holophagales,f__Holophagaceae,g__Holophaga,s__Holophaga foetida
OTU-14227,d__Bacteria,p__Firmicutes,c__SHA-98,o__DTUO25,f__DTU025,g__DTU025,s__
OTU-18394,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Novosphingobium,s__Novosphingobium lindaniclasticum
OTU-04251,d__Bacteria,p__Actinobacteria,c__Coriobacteriia,o__Coriobacteriales,f__Coriobacteriaceae,g__Collinsella,
OTU-22590,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiohalorhabdales,f__Thiohalorhabdaceae,g__Thiohalorhabdus,s__Thiohalorhabdus denitrificans
OTU-13996,d__Bacteria,p__Firmicutes,c__Natranaerobiia,o__Natranaerobiales,f__Natranaerobiaceae,,
OTU-07119,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae,g__Chryseobacterium_A,
OTU-22666,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__UBA10353,,,
OTU-15398,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Sungbacterales,,,
OTU-09480,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_C,g__Bacillus_E,s__Bacillus_E acidiproducens
OTU-01888,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Sanguibacter,s__
OTU-18188,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__XYD12-FULL-60-8,s__
OTU-06593,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium limnosediminis
OTU-09694,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Planococcaceae,g__Lysinibacillus,s__Lysinibacillus contaminans
OTU-14457,d__Bacteria,p__Margulisbacteria,,,,,
OTU-13721,d__Bacteria,p__Firmicutes,c__Clostridia,o__Tissierellales,f__Helcococcaceae,g__Anaerococcus,
OTU-08016,d__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Nostocales,f__Geitlerinemaceae,g__Phormidium_A,s__
OTU-00707,d__Archaea,p__Halobacteraeota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanohalophilus,s__Methanohalophilus portucalensis
OTU-02700,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Mycobacterium,
OTU-23507,d__Bacteria,p__Verrucomicrobia,c__Verrucomicrobiae,o__Chthoniobacterales,,,
OTU-23103,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Borreliales,f__Borreliaceae,g__Borrelia,s__Borrelia miyamotoi
OTU-10490,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
OTU-01872,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Cellulomonadaceae,g__Isoptericola,s__Isoptericola dokdonensis
OTU-05237,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Homeothermaceae,g__CAG-485,
OTU-15790,d__Bacteria,p__Patescibacteria,c__WWE3,,,,
OTU-16257,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Azospirillales,f__Azospirillaceae,g__Azospirillum,
OTU-04022,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptosporangiales,f__Streptosporangiaceae,g__Nocardiopsis_A,s__Nocardiopsis_A chromatogenes
OTU-07786,d__Bacteria,p__Chloroflexi,c__Dehalococcoidia,o__Dehalococcoidales,,,
OTU-12990,d__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,,
OTU-14183,d__Bacteria,p__Firmicutes,c__Negativicutes,o__Veillonellales,f__Veillonellaceae,g__Veillonella,s__Veillonella denticariosi
OTU-14374,d__Bacteria,p__Gemmatimonadetes,c__Gemmatimonadetes,,,,
OTU-11340,d__Bacteria,p__Firmicutes,c__Clostridia,o__4C28d-15,,,
OTU-13657,d__Bacteria,p__Firmicutes,c__Clostridia,o__TANB77,f__CAG-508,g__CAG-269,
OTU-19071,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Betaproteobacteriales,f__Burkholderiaceae,g__Glomeribacter,
OTU-23152,d__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae_B,,
OTU-15405,d__Bacteria,p__Patescibacteria,c__Paceibacteria,o__Sungbacterales,f__GWA2-42-14,g__GWA2-47-10,s__GWA2-47-10 sp1
OTU-22780,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae,g__Frateuria_A,s__
OTU-10037,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus_A,s__Enterococcus_A malodoratus
OTU-10810,d__Bacteria,p__Firmicutes,c__Bacilli,o__RF39,f__CAG-302,g__CAG-302,
OTU-00698,d__Archaea,p__Halobacteraeota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,,
OTU-13896,d__Bacteria,p__Firmicutes,c__Desulfotomaculia,o__Desulfotomaculales,f__Desulfovirgulaceae,g__Desulfotomaculum_A,s__Desulfotomaculum_A thermocisternum
